1,0,13.8789,13.7214,0.2151,14.2593,0.1883,0.1840,0.0058,0.1984,0.9862,0,17.56,NORMAL
1,1,13.4534,13.7214,0.2151,14.2593,0.1769,0.1840,0.0058,0.1984,0.9853,0,17.55,NORMAL
1,2,13.5023,13.7214,0.2151,14.2593,0.1782,0.1840,0.0058,0.1984,0.9905,0,17.58,NORMAL
1,3,13.3700,13.7214,0.2151,14.2593,0.1747,0.1840,0.0058,0.1984,0.9256,0,17.29,NORMAL
1,4,13.6081,13.7214,0.2151,14.2593,0.1810,0.1840,0.0058,0.1984,0.9943,0,17.59,NORMAL
1,5,14.1007,13.7214,0.2151,14.2593,0.1943,0.1840,0.0058,0.1984,0.9924,0,17.58,NORMAL
1,6,13.4799,13.7214,0.2151,14.2593,0.1775,0.1840,0.0058,0.1984,0.9315,0,17.31,NORMAL
1,7,13.6951,13.7214,0.2151,14.2593,0.1833,0.1840,0.0058,0.1984,0.9873,0,17.56,NORMAL
1,8,13.5145,13.7214,0.2151,14.2593,0.1785,0.1840,0.0058,0.1984,0.9857,0,17.56,NORMAL
1,9,13.8043,13.7214,0.2151,14.2593,0.1862,0.1840,0.0058,0.1984,0.9920,0,17.58,NORMAL
1,10,13.9326,13.7214,0.2151,14.2593,0.1897,0.1840,0.0058,0.1984,0.9924,0,17.58,NORMAL
1,11,13.3607,13.7214,0.2151,14.2593,0.1744,0.1840,0.0058,0.1984,0.9877,0,17.56,NORMAL
1,12,14.2092,13.7214,0.2151,14.2593,0.1973,0.1840,0.0058,0.1984,0.9898,0,17.57,NORMAL
1,13,14.6774,13.7214,0.2151,14.2593,0.2106,0.1840,0.0058,0.1984,0.9885,0,1.00,"SUSPECT(L2,Var)"
1,14,13.8880,13.7214,0.2151,14.2593,0.1885,0.1840,0.0058,0.1984,0.9915,0,17.58,NORMAL
1,15,13.2586,13.7214,0.2151,14.2593,0.1718,0.1840,0.0058,0.1984,0.9275,0,17.29,NORMAL
1,16,13.8583,13.7214,0.2151,14.2593,0.1877,0.1840,0.0058,0.1984,0.9908,0,17.58,NORMAL
1,17,13.0133,13.7214,0.2151,14.2593,0.1655,0.1840,0.0058,0.1984,0.9346,0,17.33,NORMAL
1,18,13.9323,13.7214,0.2151,14.2593,0.1897,0.1840,0.0058,0.1984,0.9886,0,17.57,NORMAL
1,19,13.7477,13.7214,0.2151,14.2593,0.1847,0.1840,0.0058,0.1984,0.9901,0,17.57,NORMAL
2,0,25.3020,25.2366,0.3102,26.0121,0.6258,0.6226,0.0154,0.6611,0.9942,0,17.59,NORMAL
2,1,24.8024,25.2366,0.3102,26.0121,0.6013,0.6226,0.0154,0.6611,0.9947,0,17.59,NORMAL
2,2,24.9830,25.2366,0.3102,26.0121,0.6101,0.6226,0.0154,0.6611,0.9962,0,17.60,NORMAL
2,3,22.7492,25.2366,0.3102,26.0121,0.5057,0.6226,0.0154,0.6611,0.9739,0,17.50,NORMAL
2,4,25.1054,25.2366,0.3102,26.0121,0.6161,0.6226,0.0154,0.6611,0.9967,0,17.60,NORMAL
2,5,25.7614,25.2366,0.3102,26.0121,0.6487,0.6226,0.0154,0.6611,0.9958,0,17.60,NORMAL
2,6,22.8201,25.2366,0.3102,26.0121,0.5087,0.6226,0.0154,0.6611,0.9746,0,17.51,NORMAL
2,7,25.1713,25.2366,0.3102,26.0121,0.6193,0.6226,0.0154,0.6611,0.9959,0,17.60,NORMAL
2,8,25.0842,25.2366,0.3102,26.0121,0.6151,0.6226,0.0154,0.6611,0.9941,0,17.59,NORMAL
2,9,25.3479,25.2366,0.3102,26.0121,0.6281,0.6226,0.0154,0.6611,0.9953,0,17.60,NORMAL
2,10,25.5534,25.2366,0.3102,26.0121,0.6383,0.6226,0.0154,0.6611,0.9969,0,17.60,NORMAL
2,11,24.6136,25.2366,0.3102,26.0121,0.5922,0.6226,0.0154,0.6611,0.9955,0,17.60,NORMAL
2,12,25.7707,25.2366,0.3102,26.0121,0.6492,0.6226,0.0154,0.6611,0.9957,0,17.60,NORMAL
2,13,26.6031,25.2366,0.3102,26.0121,0.6918,0.6226,0.0154,0.6611,0.9954,0,1.00,"SUSPECT(L2,Var)"
2,14,25.3976,25.2366,0.3102,26.0121,0.6305,0.6226,0.0154,0.6611,0.9955,0,17.60,NORMAL
2,15,22.6120,25.2366,0.3102,26.0121,0.4996,0.6226,0.0154,0.6611,0.9746,0,17.51,NORMAL
2,16,25.3526,25.2366,0.3102,26.0121,0.6283,0.6226,0.0154,0.6611,0.9965,0,17.60,NORMAL
2,17,22.0451,25.2366,0.3102,26.0121,0.4748,0.6226,0.0154,0.6611,0.9749,0,17.51,NORMAL
2,18,25.5403,25.2366,0.3102,26.0121,0.6376,0.6226,0.0154,0.6611,0.9950,0,17.60,NORMAL
2,19,25.3108,25.2366,0.3102,26.0121,0.6262,0.6226,0.0154,0.6611,0.9957,0,17.60,NORMAL
3,0,26.9246,27.1788,0.2317,27.7580,0.7085,0.7220,0.0124,0.7529,0.9937,0,17.59,NORMAL
3,1,26.9426,27.1788,0.2317,27.7580,0.7094,0.7220,0.0124,0.7529,0.9945,0,17.59,NORMAL
3,2,27.0054,27.1788,0.2317,27.7580,0.7128,0.7220,0.0124,0.7529,0.9963,0,17.60,NORMAL
3,3,23.9033,27.1788,0.2317,27.7580,0.5585,0.7220,0.0124,0.7529,0.9683,0,17.48,NORMAL
3,4,27.3498,27.1788,0.2317,27.7580,0.7310,0.7220,0.0124,0.7529,0.9959,0,17.60,NORMAL
